posts,date,time
"С 15 ноября при посещении бассейнов, фитнес-клубов, развлекательных заведений и торжественной церемонии бракосочетания петербуржцам нужно будет предъявлять QR-код о вакцинации или перенесённом в течение 6 месяцев заболевании COVID-19, или медотвод.
⁣
Сейчас это правило действует для посещения музеев, цирков, концертных залов, кинотеатров, гостиниц, объектов санаторно-курортного лечения, а также спортивных, конгрессно-выставочных и физкультурных мероприятий численностью более 40 человек.
⁣
С 1 декабря QR-код нужно будет предъявлять в торговых центрах и торгово-развлекательных комплексах, заведениях общепита и розничных магазинах. Исключение — производственные столовые, заведения общепита на вокзалах и в аэропорту, аптеки, АЗС, продовольственные магазины, магазины с товарами первой необходимости, а также в магазины без торгового зала.
⁣
Система QR-кодов уже успешно зарекомендовала себя во многих странах мира — она помогает избежать вспышек заболевания при посещении гражданами общественных мест. Подробнее — в инфографике ниже 👇🏻
#ПриморскийрайонСанктПетербурга",12-11-2021,11:44:28
"Каждый имеет право попросить о помощи! Это же написано на ярких футболках классных ребят из «Волонтерской роты». И они на все 100 % следуют девизу, откликаясь на каждую просьбу. Например, недавно они услышали зов о помощи 11 приютов для бездомных животных.
⁣
Вместе с Комитетом по молодежной политике они собрали больше 300 килограммов корма. А чтобы кошкам и собакам, которые остались без заботы хозяев, зимой было тепло и уютно, ребята утеплили и покрасили вольеры. На этом не остановились — привели территорию приютов в порядок, выгуляли и приласкали постояльцев.
⁣
Всё это — в рамках доброго субботника «Мой Петербург». Каждый день ответственные люди делают наш город чуть лучше. Кто-то помогает приютам, кто-то сортирует мусор, а кто-то просто не покупает одноразовое. Присоединяйтесь — помогать несложно!

#ПриморскийрайонСанктПетербурга",12-11-2021,10:49:39
"❓В социальных сетях стали появляться вопросы о том кто может привиться вакциной «Спутник Лайт»

💉Рассказываем: согласно обновленным рекомендациям Минздрава РФ вакцину «Спутник Лайт» рекомендовано использовать для вакцинации пациентов, перенесших новую коронавирусную инфекцию COVID-19 или вакцинированных ранее любой вакциной для профилактики COVID-19.

🏥Для тех, кто планирует повторно вакцинироваться или сделать прививку через полгода после перенесённого COVID-19 – делимся с вами списком из пунктов вакцинации, где можно привиться «Спутником Лайт» 👉🏻 vk.cc/c7PI4S

#приморский #приморскийрайон #спутник #covid",12-11-2021,07:51:43
"💥Сообщите о фальсификации решений в выборе управляющей компании через специальный сервис

[club189271005|Государственная жилищная инспекция СПб] совместно с [club189482795|Комитетом по информатизации и связи] запустили сервис, позволяющий жителям сообщить о фальсификации решений об их участии в выборе управляющей компании. Он продолжает свою работу в тестовом режиме на портале «Наш Санкт-Петербург». 
 
🚗Ранее для подачи такого заявления жителям необходимо было приехать в Государственную жилищную инспекцию или администрацию района. При себе необходимо было иметь паспорт и документ, подтверждающий право собственности на помещение в многоквартирном доме, где проходило собрание собственников по выбору управляющей организации или подать заявление через портал ГИС ЖКХ📰 
 
Сейчас же, достаточно перейти по ссылке https://gorod.gov.spb.ru/report-uk/ и форма заполнится автоматически, данное действие занимает всего пару минут. Для подачи заявления нужно иметь подтвержденную учетную запись на Госуслугах 
 
❗По данным Инспекции с момента начала запуска сервиса жители воспользовались им почти 300 раз❗ 
 
Вся подробная информация о том, как сообщить фальсификации решений об участии в выборе управляющей компании с помощью данного сервиса, находится в разделе «Сообщение о фальсификации участия в выборе управляющей компании» на веб-странице Инспекции на официальном сайте Администрации Санкт-Петербурга 👉🏻 vk.cc/c7QQjvз

#приморский #приморскийрайон",11-11-2021,15:30:00
"В соответствии с постановлением Главного государственного санитарного врача по Санкт-Петербургу в перечень граждан, которые должны пройти обязательную вакцинацию от коронавируса, включены:
⁣
– работники сфер, которые в силу своих профессиональных обязанностей имеют высокий уровень социальных контактов;
⁣
– студенты и учащиеся колледжей и вузов старше 18 лет, которые учатся или проходят практику за пределами своих образовательных учреждений;
⁣
– граждане старше 60 лет;
⁣
– граждане, имеющие хронические заболевания.
⁣
Обязательная вакцинация не распространяется на тех, у кого есть противопоказания, установленные медиками и оформленные в виде медотвода.
⁣
В соответствии с федеральным законом «О санитарно-эпидемиологическом благополучии населения» ответственность за обязательную вакцинацию не менее 80% сотрудников возложена на работодателя. Если у сотрудника нет противопоказаний, но он отказывается от прививки, работодатель вправе его отстранить от работы без сохранения зарплаты до окончания периода санитарно-эпидемиологического неблагополучия или прохождения им вакцинации. Соответствующая норма содержится в статье 76 Трудового кодекса РФ. В противном случае работодатель может быть привлечен к административной ответственности.
#ПриморскийрайонСанктПетербурга",11-11-2021,11:20:24
"Если у вас есть пожилые родственники, вы можете помочь им избежать заболевания COVID-19 и оградить от тяжелых последствий болезни — помогите им записаться на прививку от коронавируса.
⁣
Люди старше 60 лет — самая уязвимая группа пациентов. Инфекция стремительно поражает орган за органом. Всего за 1-3 дня может наступить серьезное ухудшение состояния. Среди пожилых болезнь протекает тяжелее и чаще приводит к летальным исходам.
⁣
В Петербурге работают 177 стационарных и 45 мобильных пунктов вакцинации. Информация о количестве свободных талонов для записи доступна на интерактивной карте vk.cc/c3MAgD
⁣
Записаться на вакцинацию можно
⁣
— на портале «Госуслуги» gosuslugi.ru/landing/vaccination
⁣
— через сервис «Здоровье петербуржца» gorzdrav.spb.ru/service-covid-vaccination-schedule
⁣
— по телефону информационно-справочной службы «122»
⁣
— во «ВКонтакте» через приложение «Запись на вакцинацию» vk.com/spb_vaccine.
⁣
— через колл-центр ближайшей поликлиники. Номера телефонов доступны по ссылке: vk.cc/bWUiGE
#ПриморскийрайонСанктПетербурга",11-11-2021,07:15:48
"🐦[club183309263|Комитет по природопользованию] рассказывает как правильно кормить птиц в зимний период 

❄В Петербург приходят холода, а на зиму остается немало птиц, обитающих в городе. Зимняя подкормка помогает птицам сохранить жизнь в самые сложные для них месяцы, когда естественные корма часто становятся недоступными - насекомые спрятаны в замерзшей почве, семена и ягоды скрыты под слоем снега. 
 
❗Не любая подкормка принесет пользу пернатым. 
 
✅ Чем можно кормить птиц: 
• Семена подсолнечника (нежареные!) 
• Орехи (очищенные или расколотые) 
• Арахис (нежареный) 
• Зерновые смеси для канареек и попугаев 
• Просо (пшено) 
• Свиное сало (несоленое!) 
• Замороженные или сухие ягоды рябины, свежие яблоки 
 
Сало лучше не класть в кормушку с другой сыпучей подкормкой, а подвешивать отдельно 
 
⛔ Чем нельзя кормить птиц: 
• Жареные, испорченные и заплесневелые семена подсолнечника и зерновых смесей 
• Жареные, соленые и сладкие орехи 
• Остатки готовых блюд с вашего стола 
• Острое 
• Соленое 
• Копченое 
• Черный (ржаной) хлеб

#приморский #приморскийрайон",10-11-2021,15:45:00
"Александр Беглов представил в ЗакСе бюджет на ближайшие три года. 

Впервые за последние 10 лет его составная часть на развитие превысила 20%. 
Одна из целей, озвученных Губернатором в начале его работы в Петербурге в 2019 году - 15%. 

На протяжении почти 10 лет бюджет на развитие Петербурга составлял около 10% от общего бюджета. Это около 60-70 млрд. 

Бюджет на развитие - это все, что должно появиться нового - развязки, школы, сады, мосты, все что связано с качеством жизни и экономическим ростом.

Именно поэтому мы строим столько общественных пространств, школ, садов и на транспортную реформу деньги есть - удобные маршруты в любой уголок города и современные троллейбусы, автобусы на экологичном газе.

Бюджет содержания тоже серьезно вырос. Новые школы, сады и поликлиники требуют последующего содержания - бюджет развития влечёт за собой увеличение бюджета содержания.

Ожидаемый доход города в 2024 году - 1 трлн рублей. Чтобы больше потратить - надо больше заработать. 

Например, переезд Газпрома в Петербург по распоряжению Президента даёт нам более 40 млрд в год. Эти деньги пойдут, в том числе, на строительство метро и новый разводной мост через Неву в Невском районе.",10-11-2021,15:11:30
"Несмотря на сложность ситуации, они продолжают улыбаться и сражаться за больных. Врачи «красных зон» скромно говорят о своей усталости и мечтают вновь стать теми, кем были в доковидные времена — педиатрами, кардиологами и хирургами.
⁣
«За эти полтора года больница стала нашим втором домом», — рассказывает Мария Ли, врач 11-го инфекционного отделения больницы Святого Георгия, которая до пандемии была хирургом. А еще они с коллегами так хотят побольше бывать в доме первом — где их, настоящих героев, очень любят и ждут.
⁣
#ПриморскийрайонСанктПетербурга",10-11-2021,07:23:58
"🍁В городе завершился Добрый субботник «Мой Петербург»

Мы вспоминаем самые приятные моменты с месячника по благоустройству! Смотрите, как молодёжь Приморском района прибиралась на участке блокадницы Маргариты Петровой👇🏻

#приморский #приморскийрайон",09-11-2021,16:45:52
"Федеральная налоговая служба по Санкт-Петербургу информирует, что 
срок уплаты имущественных налогов – не позднее 1 декабря 2021 года 
 
В случае неполучения налогового уведомления: 
 
Шаг 1. Проверьте свой Личный кабинет налогоплательщика на сайте nalog.gov.ru. Пользователям сервиса уведомления направляются только в электронном виде. 
Шаг 2. Нет личного кабинета или утрачен пароль – обратитесь в любую налоговую инспекцию Санкт-Петербурга для получения или восстановления реквизитов доступа. 
Шаг 3. Нет возможности пользоваться сервисом – обратитесь в почтовое отделение или налоговую инспекцию. 
Шаг 4. Есть объекты налогообложения (без льгот) и никогда не получали налоговые уведомления на уплату имущественных налогов – сообщите в любой налоговый орган о наличии в собственности объектов недвижимости или транспортных средств по форме, утвержденной приказом ФНС России от 26.11.2014 No ММВ-7-11/598. 
 
Уплатить налог можно: 
▪ через Личный кабинет налогоплательщика 
▪ через сервис «Уплата налогов и пошлин физических лиц» 
▪ в отделениях банков или с помощью онлайн-сервисов банков 
 
Подробная информация на сайте nalog.gov.ru",08-11-2021,15:32:00
"⚡️В связи с техническим сбоем на Госуслугах временно некорректно отображался срок действия сертификатов о вакцинации от COVID-19 и о перенесенном заболевании коронавирусом.
⁣
В настоящее время неисправность устранена. Данные отображаются корректно.
#ПриморскийрайонСанктПетербурга",08-11-2021,08:33:56
"Смешанный формат, «продлёнка на удалёнке», дистант.. все эти слова до боли знакомы родителям школьников.
⁣
Осенние каникулы – и опять волнение: продлят? Или ребята будут учиться удаленно? А, может, все-таки в школу?
⁣
Учимся 🥳 Радостную новость опубликовала у себя на странице вице-губернатор по образованию, все подробности и живое обсуждение 👉🏻 тут
#ПриморскийрайонСанктПетербурга",08-11-2021,08:07:23
"Представьте воспитателя детского сада, который скрывает судимость. Хирурга с диагностированной болезнью Паркинсона, берущегося за операцию на сердце. Водителя автобуса, которому врач запретил водить из-за прогрессирующей катаракты, но баранку он крутить продолжил. Воспользуетесь ли вы их услугами? Отдадите ли им своих детей?
⁣
Купленные QR-коды делают самых обычных людей, с которыми вы контактируете, не менее опасными. Потому с любителями решить вопрос враньем разговор теперь самый строгий:
⁣
• Штраф от 2 до 4 млн рублей или тюремное заключение от 7 до 12 лет грозит медикам за подделку сертификатов о вакцинации и справок (статья 290 УК РФ);
⁣
•  Тюремное заключение до 2 лет и крупный штраф — тем, кто купил поддельный сертификат, ПЦР-тест или медотводов (статьи 291 и 327 УК РФ).
⁣
На что станет похожа жизнь, если каждый решит снять с себя ответственность?
#ПриморскийрайонСанктПетербурга",08-11-2021,07:40:49
"В нашей стране жить вкусно! Не верите – посмотрите на многообразие российских кулинарных брендов, участвующих в [club198794250|конкурсе «Вкусы России»] 😉
⁣
Среди лучших национальных блюд со всех уголков страны представлены и знакомые каждому петербуржцу вкусности, которые можно попробовать только в нашем регионе. Какие именно – рассказываем в нашей инфографике 👇🏻
⁣
Народное голосование за лучшие национальные вкусы продлится до 7 ноября. Хотите, чтобы победили традиционные петербургские лакомства? Тогда отправляйтесь на сайт вкусыроссии.рф – проголосовать можно сразу за три бренда
#ПриморскийрайонСанктПетербурга",06-11-2021,07:17:58
"В обычной жизни бухгалтер или менеджер, в свободное время – супергерой. Таких среди нас много. Уже год их объединяет петербургский проект «Подвези врача». За этот год автоволонтеры помогли медикам добраться до семи тысяч пациентов.
⁣
Ребята настолько крутые, что вышли в финал Международной премии #МЫВМЕСТЕ
⁣
Сегодня последний день голосования, поэтому поддержать команду, которая делает большое и важное для Петербурга дело, должен каждый из нас:
⁣
✔️ Проголосовав за проект «Подвези врача» dobro.ru/project/10033621
⁣
✔️ Став участником проекта – чтобы записаться в автоволонтёры, достаточно заполнить анкету: vk.com/topic-60325562_46592785
#ПриморскийрайонСанктПетербурга",05-11-2021,14:43:50
"Период нерабочих дней в Петербурге заканчивается 7 ноября и продлеваться не будет
⁣
По окончании периода нерабочих дней, объявленных Президентом РФ с 30 октября по 7 ноября, в Петербурге начинается стандартная рабочая неделя. Меры дополнительного регулирования, предписанные постановлением Правительства Санкт-Петербурга № 121, сохраняются.
⁣
С 8 ноября организации общепита, цирки, концертные залы, кинотеатры, а также прочие организации исполнительских искусств, аквапарки, зоопарки, океанариумы, ледовые катки будут работать только до 23.00.
⁣
Также до 23.00 разрешается проводить культурные, зрелищные, конгрессно-выставочные, физкультурные, торжественные и досуговые мероприятия при условии соблюдения предписанных ранее требований, в том числе по количеству участников.
⁣
Для театров, музеев, цирков, концертных и выставочных залов, кинотеатров, при размещении в домах отдыха действует режим обслуживания посетителей по предъявлению QR-кода (с 30 октября).
⁣
С 1 ноября численность массовых мероприятий, которые можно проводить без согласования, снижена с 75 до 40 человек.
⁣
С 15 ноября необходимо предъявлять QR-код в бассейнах, фитнес-центрах и других спортивных залах, развлекательных заведениях, а также на церемонии торжественной регистрации брака.
⁣
С 1 декабря QR-код будет необходимо предъявлять посетителям предприятий общепита (кроме производственных столовых, вокзалов и аэропорта), объектов розничной торговли (кроме аптек, автозаправок, продовольственных магазинов, магазинов, продающих товары первой необходимости, и магазинов, не имеющих зала обслуживания).
⁣
С 30 октября не вакцинированным гражданам старше 60 лет рекомендовано не покидать место проживания, за исключением случаев особой необходимости.
#ПриморскийрайонСанктПетербурга",05-11-2021,13:14:19
"👩🏼‍⚕️Детские врачи — потрясающие люди. На их плечах колоссальная нагрузка. Но даже в тот момент, когда нет сил просто стоять на ногах, их внутреннего света хватает и на добрые шутки для маленьких пациентов и на тихую понимающую улыбку для родителей. Потому что спасать и заботиться — настоящее призвание.

Отблагодарить их за доброту и героический труд совсем не сложно. В рамках конкурса народного признания «Наш любимый врач-2021» вы можете написать тёплую историю или отзыв о работе тех, кто спасает и оберегает наших самых дорогих. А малыши — порадовать любимого врача-педиатра рисунком. 

Все участники — признанные и любимые петербуржцами врачи. Те, о ком положительных отзывов будет больше, получат специальные награды. ​В рамках Конкурса не оцениваются профессиональные качества докторов, и не выбирается лучший, победитель получает статус «самого любимого врача». ❤️

💌Благодарности в течение всего ноября можно оставить на портале нашлюбимыйврач.рф

#приморский #приморскийрайон",05-11-2021,13:13:32
"Александр Беглов представил в ЗакСе, бюджет на ближайшие три года.
⁣
Впервые за последние 10 лет его составная часть на развитие превысила 20%.
⁣
Одна из целей, озвученных Губернатором в начале его работы в Петербурге в 2019 году - 15%.
⁣
На протяжении почти 10 лет бюджет на развитие Петербурга составлял около 10% от общего бюджета. Это около 60-70 млрд.
⁣
Бюджет на развитие - это все, что должно появиться нового - развязки, школы, сады, мосты, все что связано с качеством жизни и экономическим ростом.
⁣
Именно поэтому мы строим столько общественных пространств, школ, садов и на транспортную реформу деньги есть - удобные маршруты в любой уголок города и современные троллейбусы, автобусы на экологичном газе.
⁣
Бюджет содержания тоже серьезно вырос. Новые школы, сады и поликлиники требуют последующего содержания - бюджет развития влечёт за собой увеличение бюджета содержания.
⁣
Ожидаемый доход города в 2024 году - 1 трлн рублей. Чтобы больше потратить - надо больше заработать.
⁣
Например, переезд Газпрома в Петербург по распоряжению Президента даёт нам более 40 млрд в год. Эти деньги пойдут, в том числе, на строительство метро и новый разводной мост через Неву в Невском районе.
#ПриморскийрайонСанктПетербурга",05-11-2021,09:03:30
"❗️Соседи из [club126964467|Любимые ♥ Коломяги ♥] пожаловались на переполненные мусорки у Графского пруда, вблизи усадьбы Орловых-Денисовых

Благодарим неравнодушных соседей за сигнал. Сквер прибирают специалисты из Комитета по благоустройству. Мы передали информацию в Комитет - уборка была проведена в оперативном режиме. 

#приморский #приморскийрайон #коломяги",04-11-2021,13:25:54
"В день народного единства всей страной вспоминаем, как наши предки объединились и под командованием Минина и Пожарского выгнали иностранных захватчиков. Смутное время, избрание Земским собором царя и интервенция - кто помнит, кто тогда покушался на наши земли?
Кстати, территория современного Петербурга в начале 17 века была шведской 🧐",04-11-2021,09:46:03
"Не нужно стоять в очередях на вакцинацию! – Составьте маршрут до ближайшего пункта вакцинации и проверьте наличие свободных номерков для записи не выходя из дома.
⁣
Всю информацию можно узнать в одном месте – на интерактивной карте, которую запустил Комитет по здравоохранению совместно с Медицинским информационно-аналитическим центром.
⁣
Карта доступна по ссылке 👉🏼 https://clck.ru/Ye293
⁣
Подробнее в нашей инфографике 👇🏼
#ПриморскийрайонСанктПетербурга",04-11-2021,07:14:03
"Интервью врача из «красной зоны»
⁣
«Что дает вам силы каждый день идти в ""красную зону""?» — спрашивают их люди. «Любовь, чувство долга и надежда», — отвечают врачи ковидных больниц, что вырывают из рук смерти больных, помогают им заново учиться дышать и ходить.
⁣
Множество таких историй видела Ирина Власова, заведующая реанимацией больницы Святого Георгия. Самая яркая из них — про стихи, что ежедневно посвящал врачам спасенный пациент.
⁣
https://vk.com/wall-207811856_15?z=video-207811856_456239017%2F311142ab4506ec31e6%2Fpl_post_-207811856_15
#ПриморскийрайонСанктПетербурга",03-11-2021,15:32:06
"QR-код: инструкция по применению
⁣
В большинстве российских регионов уже введена система QR-кодов для посещения учреждений культуры, социального обслуживания, туристических объектов и торговых центров.
⁣
Петербург не стал исключением. В период ноябрьских нерабочих дней жители и гости города смогут посетить музеи при наличии QR-кода.
⁣
Вся самая актуальная информация об ограничениях и специфике QR-кодов в конкретном регионе — на портале стопкоронавирус.рф
#ПриморскийрайонСанктПетербурга",02-11-2021,07:32:22
"🍁В Санкт-Петербурге завершился осенний месячник по благоустройству

В время Доброго субботника ""Мой Петербург"" в Приморском районе прошла большая уборка. Итоги месячника смотрите в наших карточках!👇🏻

#приморскийрайон #мойПетербург #ДобрыйСубботник",01-11-2021,17:18:02
"Штаб добровольцев всероссийской акции #МыВместе возобновляет свою работу.
⁣
Уже сегодня люди старше 60 лет могут обратиться за помощью добровольцев по номеру 8-800-200-34-11 – волонтеры доставляют продукты и лекарства.
⁣
Присоединиться к добровольцам могут петербуржцы от 18 до 50 лет при отсутствии хронических заболеваний. Регистрация проходит на сайте мывместе.рф.
⁣
#ПриморскийрайонСанктПетербурга",01-11-2021,13:33:32
"Губернатор [id535438957|Александр Беглов] представил депутатам Законодательного Собрания проект бюджета СанктПетербурга на 2022 год и на плановый период 2023 и 2024 годов. Бюджет Петербурга на 2022 год был принят в первом чтении. 
 
Рассказываем, каким будет бюджет Приморского района - 2022👇🏻

#приморский #приморскийрайон",30-10-2021,10:15:00
"Экологичный образ жизни — не только легко, но и выгодно. И сейчас самое время, чтобы начать его вести — весь октябрь проходит добрый субботник «Мой Петербург», который организовали Правительство Петербурга, представители бизнеса, НКО и эко-активисты.
⁣
Добрый субботник – это не только про уборку в городе, но и про разумное потребление, рациональный сбор и переработку отходов. И ребята из проекта «Чистый мир» vk.com/chistii_mir_spb отлично мотивируют на это.
⁣
Они запустили отличную акцию «Хорошая карта», где за сдачу мусора можно получить призы от партнёров. Достаточно сдать рассортированное вторсырье на ЭКОостановке, получить «Хорошую карту», гарантированные бонусные баллы от «ВкусВилла» и стать участников розыгрыша подарков от других партнеров — абонементов в фитнес-клуб, билетов в кино, планетарий и Люмьер-Холл, а также многого другого.
⁣
За подробностями — сюда vk.com/goodmapspb
#ПриморскийрайонСанктПетербурга",30-10-2021,06:52:40
"На памп-треке под Коломяжским путепроводом прошел субботник

Юные спортсмены провели субботник в скейт-парке с памп треком под Коломяжским путепроводом. «Спот под мостом» пользуется большой популярностью у экстремалов, здесь постоянно катаются спортсмены всех возрастов. 
 
Часто появляются граффити, надписи на стендах, скамейках. Ребята не в первый раз собираются и вместе проводят уборку. В этот раз закрасили граффити на бетонных элементах площадки, опорах моста. Многие, кто катался в это время в скейт-парке, присоединились к участникам субботника. 
 
«Мы понимаем, что граффити здесь будут постоянно появляться. Но здорово, что ребята проявляют ответственное и бережное отношение к площадке. Они не только здесь катаются, но и участвуют в поддержании порядка», — отметил заместитель главы администрации Приморского района Антон Александров.",29-10-2021,15:15:00
"С прискорбием сообщаем, что не стало светлого человека, ветерана войны, блокадницы Тамары Алексеевны Галашовой. В этом году она отметила  93-летие.

Администрация Приморского района приносит самые искренние и глубокие соболезнования сыну Тамары Алексеевны, всем родным и близким. Это невосполнимая утрата для всего города.

Тамара Алексеевна более 25 лет руководила советом ветеранов в [club126964467|Любимые ♥ Коломяги ♥] 

Тамара Галашова прошла всю блокаду. В осажденном Ленинграде, будучи подростком, работала санитаром, дворником, строителем. После войны продолжила трудиться строителем и восстанавливала нашу страну.

#приморскийрайон #спб #коломяги",29-10-2021,12:51:39
"Последние 1,5 года изменили каждого из нас. Привычные ценности отошли на второй план, поменялись приоритеты, ритм жизни. Даже наш язык изменился.
⁣
Простое «спасибо» обрело новый смысл. Потому что в нем теперь — и благодарность, и надежда, и восхищение. И безмерная вера в наших врачей.
⁣
Им тяжело, очень. Но ни один не сдается. Они, рискуя собственной жизнью, ежедневно продолжают борьбу здоровье целых городов и за каждого из нас.
⁣
Всем медикам Петербурга в это непростое время необходима опора и поддержка. Не бойтесь вслух говорить о тех, кто помог вам, вашим друзьям и близким.
⁣
Поблагодарите врачей.
#ПриморскийрайонСанктПетербурга",29-10-2021,10:50:01
"В социальных сетях все больше появляется вопросов о местах вакцинации от covid-19

В нашем районе действуют 13 стационарных и три мобильных пункта вакцинации. Выбрать можно любой: рядом с домом, по дороге на работу или в спортзал. Все адреса собрали [https://vk.com/@primorsknews_ru-gde-vakcinirovatsya-v-primorskom-raione|тут] 👈🏻 

Записаться на вакцинацию просто. Например, на портале «Здоровье петербуржца» можно найти ближайший к вам прививочный пункт и сразу увидеть количество свободных номерков vk.cc/c3fVSX 
 
Также запись на вакцинацию доступна 
✔ на Госуслугах gosuslugi.ru/landing/vaccination 
✔ по номеру 122 
✔ через колл-центр поликлиники vk.cc/bWUiGE 
 
#приморский #приморскийрайон #вакцинация #covid",29-10-2021,09:00:36
"Друзья, если вы хотите помочь Врачам, которые сбиваются с ног на передовой борьбы с «короной» - то им можно помочь. Рассказываем, как👇🏻 
 
#спбинфо",10-11-2020,08:30:02
