posts,date
Подтянись к движению ГТО и стань #гордостьПриморского!,1558280372
"17 мая на стадионе «Олимпийские надежды» прошли районные соревнования по легкой атлетике среди лиц с ограниченными возможностями здоровья. ✌️
Все участники показали хорошие результаты в беге на 100 м,400м, 800м, а так же в прыжке в длину и толкания ядра.💪 
По окончание соревнования были награждены все участники, принявшее участие в данных соревнованиях.🤗🎁",1558245918
"05.05.19 прошёл турнир Приморского района по мини футболу среди взрослых команд. Лучшие моменты турнира. Встречались команды OLd School, Троя, ЛВВТКУ, Шеларс, Синтез",1558215052
"Приморский район принял участие во Всероссийских массовых соревнованиях по спортивному ориентированию «Российский азимут -2019» в Санкт-Петербурге 🗺 🏃🏼‍♀️ 🏃‍♂️ 

Более 350 учащихся с нескольких десятков школ района приехали в субботнее утро в парк Политехнического университета, чтобы поучаствовать и посоревноваться в увлекательном виде спорта. Организаторы соревнований для каждой возрастной группы подготовили различной сложности трассы. Интересно было всем! Самыми массовыми возрастными категориями по традиции становятся 12-16 лет. 👏🏻

Благодарим школы Приморского района за активное участие в этом спортивном празднике.",1558181848
"А в Приморском сегодня футбольная суббота⚽️ прошло два турнира! Подростковый турнир на спортивной площадке ал.Котельникова, 2 и турнир для взрослых команд на площадке Дибуновская, 9. Было тепло, спортивно, вообщем, круто! Если ты еще не играешь в футбол, то уже пора начинать! Следи за новостями в группе, собирай команду и выходи во двор! Всем футбола)",1558176275
"📆Прием заявок до 24 мая ВКЛЮЧИТЕЛЬНО📆
 
📝Пример заявки (указывается ниже в комментариях):
команда "" БЫСТРЫЕ БУТСЫ""

📝Пример заявки (отправляется в личные сообщения [id948526|Nat Pyr]
команда "" БЫСТРЫЕ БУТСЫ""
Иванов Иван 1971 г.р.
Петров Петр 1967 г.р.
Васильев Василий 1963 г.р.
Гавриилов Гавриил 1970 г.р.
...
капитан команды Иванов Иван, тел. +7 (123) 456 78 90",1558116900
"16-17 мая состоялся городской этап Спартакиады молодежи Санкт-Петербурга допризывного возраста 👮‍♂

6 смелых и отважных юношей Приморского района через «не могу» преодолели все препятствия на своем пути! Читайте подробнее в статье! ⬇⬇⬇

🔊⚠28 и 29 мая состоится заключительный этап районной Спартакиады допризывной молодёжи Приморского района «Командно-игровое двоеборье» — городки и преодоление полосы препятствий «Атака» (эстафета). В командах от образовательных организаций по 3 участника в возрасте от 14 до исполнения 18 лет. Предварительные заявки принимаются до 23 мая на электронную почту centrsporta.mer@gmail.com с пометкой «Спартакиада ДМ»🏆

Вперед, Приморский! 🌊

#Приморскийрайон #СанктПетербург#ЦентрСпортаПриморскогоРайона#СпартакиадаДМ #БудьВСпорте #ГТО#ГТОВПриморском #МыВыбираемСпорт#ФизкультУРА",1558094693
"Футбольные новости⚽⚽⚽ 
С 15.04.19 по 25.04.19 в Приморском районе состоялся I этап Всероссийских соревнований по футболу ""Кожаный мяч"".
В нелегкой борьбе определились победители и призеры:
2008-2009 год юноши 
🥇 место - 113  школа
🥈 место - 617  школа
🥉 место- 655  школа
2006-2007 год юноши 
🥇 место - 630 школа 
🥈 место - 599 школа 
🥉 место- 64 лицей
2004-2005 год юноши 
🥇 место - 661 школа 
🥈 место - 579  школа
🥉 место- 46 школа 
2008-2009 год девушки 
🥇 место - 583 школа 
🥈 место - 109 школа 
2006-2007 год девушки 
🥇 место - 583 школа 
🥈 место - 43 школа 
2004-2005 год девушки 
🥇 место - 583 школа 
🥈 место - 43 школа 
🥉 место- 600 школа",1557938594
Ищем самых сильных приморцев!💪🏻💪🏻💪🏻,1557746071
"Здравствуй, Приморский! ✌
Спешим сообщить прекрасную новость: прямо сейчас самые молодые таланты школ района-первоклашки проходят футбольные эстафеты!💪
Центр спорта надеется, что это мероприятие послужит отличным спортивным толчком к занятиям футболом не только мальчишкам, но и девчонкам! ⚽",1557743242
"Поздравляем команду Центра спорта Приморского района   А_ARMY_DANCETEAM  и их тренера Алену Руденок с  победой на чемпионате Европы по хип-хопу UDO  European Championships 2019, проходившему с 9-12 мая в г. Велдховен (Нидерланды). Ребятам удалось подтвердить свой титул чемпионов Европы 2018! Кроме того, завоевано  1 и 2 место в дуэтах! Вы очень крутые, гордимся вами! Ура!",1557685259
С днем Великой победы!,1557392751
"📅 27.04.2019г 
❗В многофункциональном физкультурно - спортивном комплексе 
им. В.И. Алексеева состоялcя II Фестиваль ВФСК ГТО среди сотрудников и клиентов сети фитнес - клубов [club391407|World Class]/
🏃‍♀🏃‍♂Участники, как всегда, отличились высокой физической подготовленностью и отличным боевым настроем. Фитнес тренеры, уже выполнившие Комплекс на Знаки Отличия в I Фестивале, на этот раз поддерживали своих клиентов и подсказывали им ""лайфхаки"" по достижению наивысших результатов в самых сложных испытаниях. 
✊🏻🤗Хотим отметить высокий уровень организованности и дружеского отношения руководства клубов World Class: [id174330581|Злата Жбанова] и [id3947703|Andrei Graule] ....🔥👍🏻А также благодаря слаженной работе и любви к своему делу сотрудников сети фитнес-клубов World Class, уже во второй раз состоялось прекрасное спортивное мероприятие. Благодарим всех участников и надеемся на дальнейшее сотрудничество!",1557273571
"30 апреля состоялся этап Спартакиады допризывной молодежи Приморского района! В программе соревнований было: 
☄преодоление полосы препятствий; 
🌪метание гранаты на дальность; 
⭐прыжок в длину; 
💣рывок гири; 
 
❓Как прошли соревнования, кто победил, фотографии и прочее - читайте в статье.‼ 
 
⚠28/29 мая приглашаем команды образовательных организаций Приморского района на заключительный этап ""Командно-игровое двоеборье"": 
28 мая - городки; 
29 мая - преодоление полосы препятствий (эстафета) 
 
#Приморскийрайон #ВпередПриморский #СанктПетербург #ЦентрСпортаПриморскогоРайона #СпартакиадаДМ #БудьВСпорте #ГТО #ГТОВПриморском #МыВыбираемСпорт #ФизкультУРА",1557240580
Подтянись к движению!🙋,1557122783
"ГОРОД БЕЖИТ КО ДНЮ ПОБЕДЫ! 🏃‍♂ 🏃🏼‍♀ 🎖

2 мая 2019 года состоялась традиционная легкоатлетическая «Звездная эстафета», посвященная 74-й годовщине Победы советского народа в Великой Отечественной войне 1941-1945 годов. 

Ежегодно самыми насыщенными забегами становятся старты среди общеобразовательных учреждений и средних профессиональных образовательных организаций. В этом году Приморский район в этих забегах представляли следующие образовательные организации, которые продемонстрировали наилучшее время на районной эстафете 23 апреля: 
⭕ГБОУ 41
⭕ГБОУ 43
⭕ГБОУ 46
⭕ГБОУ 64
⭕ГБОУ 582
⭕ГБОУ 598
⭕ГБОУ 630
⭕ГБОУ 644
⭕ГБОУ 655
⭕Колледж ""ПетроСтройСервис"" 

Несмотря на переменчивую петербургскую победу все участники команд с доблестью справились со своими этапами, а в каждом забеге команды нашего района держались в авангарде эстафеты. Так держать! 👏🏻

Совсем скоро (в начале июня) все любители бега Приморского района Санкт-Петербурга смогут принять участие в увлекательном спортивном мероприятии «Приморский забег - 2019». Следите за подробной информацией в нашей группе и на сайте Центра спорта. 👀 

Вперед, Приморский! 🌊 

#Звезднаяэстафета #СанктПетербург #Приморскийрайон #ЦентрСпортаПриморскогорайона #ЦСПР #ПриморскийЗабег2019 #БудьВСпорте #Бег",1557119280
"05.05.19 прошёл турнир Приморского района по мини футболу для взрослых команд. Было весело и интересно, накал страстей!",1557093457
,1557079965
,1557073106
"23.04.2019 в парке 300 летия Санкт-Петербурга, прошло массовое мероприятие: 
✔ Вручение знаков ВФСК ГТО ✌ 
✔ Массовая зарядка Приморского района под руководством самого сильного человека Санкт-Петербурга Максима Баруздина 💪 
✔Выступление харизматичного Виктора Блуда [id1431043|@victorblud]🤘 
✔ Традиционная легкоатлетическая эстафета Приморского района, посвящённая Дню Победы в Великой Отечественной Войне 1941-1945 
гг.👍🏻 
 
Центр спорта Приморского района выражает благодарность команде VORTEX SPORT [club79825132|Vortex Sport - объединяя сильнейших!] за участие в мероприятии 🙏 Спасибо за полученные впечатления и позитивный настрой😉",1556750052
"Сегодня 1 мая 🎈🎈🎈Центр спорта приехал в гости к жителям двора по адресу: Камышовая ул.,  42⛵
В этот солнечный ☀, праздничный 🎉день все ребятишки,  которые гуляли во дворе,  присоединились к танцевальной разминке💃💃💃,  преодолели четыре сложные спортивные эстафеты 🏃🏆🏃🏆🏃🏁, приняли участие в любимой заминке под названием ""Чучува""  👅и получили памятные сувениры🎁
Фотоотчет🤳 с мероприятия ниже 👇
P.S. Если Вы слышите музыку в своем дворе, значит это мы приехали,  спускайтесь к нам и проводите весело время!👏
https://vk.com/album-10277509_262972738",1556706470
"6-7 Мая 2019г. в Спортивном комплексе «Юбилейный» пройдет XIX Международный юношеский командный турнир по борьбе самбо «Победа», посвященный 74-й годовщине Победы в Великой Отечественной войне. В турнире примут участие сборные команды Городов-Героев, федеральных округов Российской Федерации и Городов Воинской Славы. 

Билеты на торжественное открытие можно взять на стойке администратора в спортивном комплексе на Нижне-Каменской",1556524811
"Доброе утро, 👋 жителям Приморского района и не только! 
 
В Центре спорта 26.04.2019, прошли соревнования ""Веселые старты"" для детей подготовительных групп дошкольных образовательных учреждений!
Фото отчёт с этого веселого мероприятия!",1556517149
"Эти выходные по праву можно назвать по футбольными) Не только «Зенит» порадовал всех своей победой, но и спортсмены Приморского района не отдыхали! Центр Спорта Приморского района провел два подростковых турнира и один для взрослого населения! Следите за новостями и присоединяйтесь! Всем футбола ⚽️⚽️⚽️",1556476759
"Команда Приморского района на Спартакиаде допризывной молодежи в апреле! 
Вперед, Приморский! 🌊 

#Приморскийрайон #ВпередПриморский #СанктПетербург #ЦентрСпортаПриморскогоРайона #СпартакиадаДМ #БудьВСпорте #ГТО #ГТОВПриморском #МыВыбираемСпорт #ФизкультУРА",1556385870
"Смотр физической готовности к жизнедеятельности учащихся
ГБОУ 600",1556277488
"Друзья!
Традиционно в нашем городе проводятся весенний и осенний месячники по благоустройству, в ходе которых городские службы активно занимаются уборкой улиц, дворов, парков и скверов.
Просим Вас принять участие в оценке качества проведенной весенней уборки в Вашем районе. 
Опрос не займет у Вас более 3-х минут.

http://kb.gov.spb.ru/interview/",1556171464
"24 апреля в Приморском районе прошел первый в этом году турнир по городошному спорту! В нем  участвовали мальчики и девочки, бабушки и дедушки, мамы и папы! Было весело и спортивно! Хочешь научиться играть в городки, тогда к нам!",1556117643
"Вчерашний день, 23 апреля 2019, был полон событий
😊🌞🏃‍♀🏃‍♂🎉🥇

✔ Вручение знаков ВФСК ГТО ✌
✔ Массовая зарядка Приморского района под руководством самого сильного человека Санкт-Петербурга Максима Баруздина 💪
✔Выступление харизматичного Виктора Блуда [id1431043|@victorblud]🤘
✔ Традиционная легкоатлетическая эстафета Приморского района, посвящённая Дню Победы в Великой Отечественной Войне 1941-1945
 гг.👍🏻

Центр спорта Приморского района выражает благодарность команде VORTEX SPORT [club79825132|@vortex_sport] за участие мероприятии 🙏 Спасибо за полученные впечатления и позитивный настрой😉

 Фото отчёт с события.
Видеоотчет чуть позже😊",1556054352
"20 апреля на поле ГБОУ 66 прошел ежегодный турнир по мини-футболу Приморского района «Родительский футбол». В состав команды входят только учителя физической культуры и родители учащихся. В этом году в турнире играли команды  66, 578, 540, 596. В упорной борьбе победила ГБОУ 66,
2 место - 540 школа
3 место - 578 школа.
Центр Спорта поздравляет всех участников и выражает благодарность за помощь в проведении турнира учителей ГБОУ 66 Ихера Андрея и Зубкова Якова!",1555786147
"Физкульт-привет! 👌
✅Публикуем итоговую таблицу результатов Спартакиады допризывной молодежи! 

Благодарим участников команд и учителей (преподавателей) за подготовку к соревнованиям.

🏆Командные результаты среди образовательных организаций Приморского района г. Санкт-Петербурга: 
🥇Колледж «ПетроСтройСервис» («КПСС»)
🥈ГБОУ №597
🥉ГБОУ №599

Личные результаты многоборья: 
1⃣Венжега Олег - «КПСС»
2⃣Крюков Иван - ГБОУ №40 
3⃣Максимов Максим - «КПСС»
4⃣Панков Кирилл - ГБОУ №597
5⃣Руденков Илья - Политехнический колледж городского хозяйства («ПКГХ»)

30 апреля состоится очередной этап «Военно-спортивное многоборье», где участники будут соревноваться в следующих видах: 
📍Преодоление полосы препятствий с метанием гранаты и стрельбой; 
📍Прыжок в длину с места и разбега; 
📍Метание гранаты на дальность; 
📍Рывок гири (16 кг)

#Приморскийрайон #СанктПетербург #ЦентрСпортаПриморскогоРайона #СпартакиадаДМ #БудьВСпорте #ГТО #ГТОВПриморском #МыВыбираемСпорт #ФизкультУРА",1555676430
"Сегодня (18 апреля), состоялся второй день программы соревнований ""Военно-спортивного многоборья"" Спартакиады допризывной молодежи Приморского района Санкт-Петербурга. 

Брызги, спортивные достижения, здоровый дух сегодня царил в чаше бассейна. 🏊‍♂

Подводим общие итоги апрельского этапа Спартакиады, а пока три лучших результата сегодняшнего дня (50 м, вольный стиль): 
🥇 Панков Кирилл, учащийся ГБОУ № 597 - 25""90
🥈Крюков Иван, учащийся ГБОУ лицей №40 - 26""63
🥉Николаев Леонид, учащийся ГБОУ №64 - 27""19

Благодарим команды образовательных учреждений за участие! Впереди городские состязания. А еще чуть позже стартует новый этап Спартакиады - ""Военно-прикладное многоборье"": 
- прыжок в длину с места;
- прыжок в длину с разбега; 
- метание гранаты на дальность;
- рывок гири;
- полоса препятствий с метанием гранаты и стрельбой. 

#Приморскийрайон #СанктПетербург #ЦентрСпортаПриморскогоРайона #СпартакиадаДМ #БудьВСпорте #ГТО #ГТОВПриморском #МыВыбираемСпорт #ФизкультУРА",1555597058
"20 апреля состоится общегородской субботник 
Приглашаем всех неравнодушных жителей принять участие в данном мероприятии.
Адреса, где можно получить инвентарь:
🔹ул. Савушкина, д.107, корп.1 
🔹Туристская ул., д.12 
🔹Приморский пр., д. 161 
🔹Школьная ул., д.114, корп.2 
🔹Яхтенная ул. д.22 корп.2 (д.пл.) 
🔹Богатырский пр., д.48, корп.1 (д.пл.) 
🔹Планерная ул., д.23 корп.1 
🔹Гаккелевская д. 22 корп.2 
🔹Ситцевая ул. д. 5 корп.1 (д/пл.) 
🔹Стародеревенская ул., д.24 (д.пл.) 
🔹Елагинский пр., д.42 
🔹Богатырский пр., д.53, корп.3 
🔹Камышовая ул., д. 54 к.1 (д.пл.) 
🔹Ланская ул. д. 6- д.10 
🔹Ланское шоссе, д.35 
Кинотеатр «Максим» 
🔹Аэродромная ул., д.11, корп.1 
🔹Серебристый б-р, д.12 
🔹Пр. Испытателей, д. 15, корп.1 
🔹Серебристый б-р, д.34, корп.1 
🔹Фермское шоссе, д.36/6,5,27 
🔹Байконурская ул., д.15, корп.1 
🔹Ольховая ул., д.20 
🔹Комендантский 17, корп.1 
🔹Долгоозерная ул., д. 1 (дет.пл.) 
🔹Мартыновская ул., д.6 
🔹Мебельная ул., д.45 к.1,2 
🔹 ул. Оптиков, д.52 к.2,3 
🔹Богатырский пр., д.60 к. 2,3,4; 
🔹Богатырский пр., д.58, к.2,3,4,5,6 
🔹ул. Оптиков д.47 к.3, 49 к.1 
🔹Мебельная ул., д.25, корп.1",1555594913
"12 апреля прошли финальные игры по мини-футболу среди 3 классов. 
Поздравляем победителей :
🥇 место - команда 578 школы⚽
🥈 место - команда 64 лицея ⚽
🥉 место - команда 106 школы ⚽

#приморскийрайон
#центрспортаприморскогорайона
#спортвприморском",1555574355
"14 апреля в центре спорта Приморского района состоялся Весенний Кубок 🏆 по волейболу 🏐 среди юношей 2002 г.р. и младше.
Места распределились следующим образом:
🥇Лицей 554
🥈СОШ 48
🥉СОШ 109
🏐🏐🏐🏐🏐🏐🏐
Лучшими игроками были признаны :
Созин Тимофей (лицей 554)
Баранов Алексей (СОШ 109)
Шкодин Даниил (СОШ 48)
Ожерельев Ярослав (центр спорта)",1555509621
,1555433918
"Кожаный мяч⚽
День второй✌
Сегодня нас ждет 7 игр на двух полях!
Кто же выйдет в следующий тур?!🏆
Узнаем очень скоро🕖",1555416619
"Первый соревновательный день Спартакиады допризывной молодежи Приморского района Санкт-Петербурга. 
✅- подтягивание на высокой перекладине; 
✅- бег на 100 метров; 
✅- сборка/разборка АК-74;
✅- бег на 3000 метров; 
✅- стрельба из пневматической винтовки.",1555416254
"Физкульт-привет 👋 жителям Приморского района и не только!

В Центре спорта прошли соревнования ""Веселые старты"" для детей подготовительных групп дошкольных образовательных учреждений, посвященные замечательному празднику-Дню Космонавтики👶👧👦
12 и 15 апреля 30 лучших команд выясняли, кто из них самый быстрый, ловкий и умелый!
Победителями стали:

🏆12 апреля
🥉ДЕТСКИЙ САД №40
🥈ДЕТСКИЙ САД №68/1
 🥇ДЕТСКИЙ САД №89/1

🏆15 апреля
🥉ДЕТСКИЙ САД №85
🥈ДЕТСКИЙ САД №65/2
🥇ДЕТСКИЙ САД №69",1555340518
"Ура!!!!!⚽⚽⚽
Мы ждали этого целый год!
Кожаный мяч🏃
День первый 🏆
Традиционно этот футбольный турнир проходит во всех районах города в апреле. В нем принимают участие команды школ и отделений дополнительного образования в трех возрастных категориях.
Мы желаем ребятам побед!
И очень скоро узнаем, кто же будет защищать честь Приморского района в городских соревнованиях!",1555330736
"14 апреля прошел турнир по мини-футболу для взрослых команд
Поздравляем победителей
1 место - Comrades
2 место - Троя
3 место - РАШ
Всем спасибо за участие!",1555271577
"Дорогие друзья!
💥Эта неделя получилась о-о-очень насыщенной!

📅09.04.2019г.
❗Главным событием стало награждение золотыми, серебряными и бронзовыми знаками отличия Всероссийского физкультурно-спортивного комплекса ""Готов к труду и обороне"" жителей Приморского района, которые достойно выполнили все испытания Комплекса ГТО. 🥇🥈🥉🏆
В качестве почетных гостей на церемонию награждения были приглашены победительница личного зачета городского Зимнего фестиваля ВФСК ГТО 2019 Бровко Александра и серебряный призер Семенова Екатерина.💪🏻🇷🇺
Так же в рамках этого мероприятия произошло награждение победителей районного этапа Зимнего фестиваля ВФСК ГТО Приморского района 2019!🏆

💢Специалисты Центра тестирования Приморского района продолжают своё путешествия по школам.
📆8 и 11 апреля выполняли нормативы ""зального"" многоборья ВФСК ГТО 🇷🇺 следующие учебные заведения:
✔ ГБОУ №109 - Представитель Прохорова Е.В.
✔ ГБОУ №45 - Представитель Озолина О.Ю.
✔ ГБОУ №580 - Представитель Серебров П.И.
✔ ГБОУ №661 - Представитель Филиппова Е.Н.
✔ ГБОУ №655 - Представитель Соколов А.В., Захаров А.С.
🔥Общее кол-во участников составило 263 человека. 💪🏻

🎯🥎🎽🏃🤸🏻‍♂Ребята выполняли следующие испытания:
⭐наклон вперед из положения стоя на гимнастической скамье,
⭐сгибания и разгибания рук в упоре лежа на полу,
⭐прыжок в длину с места,
⭐поднимание туловища из положения лежа спине,
⭐челночный бег 3х10м,
⭐подтягивание из виса на высокой и низкой перекладине.

❇ Хотим отметить каждого участника за старание и целеустремленность, все проявили себя достойно в каждом виде. Настроение у всех было отличное - участники поддерживали и подбадривали друг друга, делились эмоциями и полученными результатами.💣

🔝 По итогам недели в 10-ку лучших вошли:
♦ Григориус Анна, 14 лет ⚡Наклон вперед - 26см
♦ Корольков Мартин, 14 лет ⚡ Прыжок в длину - 235см
♦ Кан Виктор, 17 лет ⚡ Поднимание туловища - 56 раз
♦ Лукина Анастасия, 11 лет ⚡ Поднимание туловища - 68 раз
♦ Блинова Анна, 10 лет ⚡ Сгибание рук в упоре - 18 раз
♦ Мухортова Вероника, 8 лет ⚡ Наклон вперед - 16см
♦ Тютьков Руслан, 7 лет ⚡ Сгибание рук - 45 раз
♦ Баранов Алексей, 16 лет ⚡ Сгибание рук - 52 раза
♦ Пантыкин Платон, 8 лет ⚡Прыжок в длину с места - 178см
♦ Волочкова Эмилия, 8 лет⚡ Наклон вперед - 21см

❗Спасибо учителям физической культуры общеобразовательных учреждений за хорошую подготовку ребят, они прекрасно справились с поставленной задачей.💙

🔥 Подтянись к движению!💥🇷🇺
📱Группа ВК: [club132206956|Центр тестирования ВФСК ГТО Приморского района] 
📱Наш Instagram: [club132206956|@prim_gto]

#гтовприморском #мывыбираемспорт #гто #путькзолоту #зож #школа109 #школа45 #школа580 #школа661 #школа655",1555084810
"Фото отчёт с первого соревновательного дня Спартакиады допризывной молодежи Приморского района Санкт-Петербурга.
Свыше 25ти команд образовательных учреждений района, приняли участие в следующих видах программы ""военно-спортивного многоборья"": 
✅- бег на 100 метров; 
✅- бег на 3000 метров; 
✅- подтягивание на высокой перекладине; 
✅- стрельба из пневматической винтовки; 
✅- сборка/разборка АК-74.",1555080003
"Физкульт-привет! 👋🏻
 
Сегодня (11 апреля), состоялся первый соревновательный день Спартакиады допризывной молодежи Приморского района Санкт-Петербурга. 🦅
 
Более 70 участников достойно представляли команды свыше 25 образовательных учреждений района, в следующих видах программы ""военно-спортивного многоборья"": 
✅- бег на 100 метров; 
✅- бег на 3000 метров; 
✅- подтягивание на высокой перекладине; 
✅- стрельба из пневматической винтовки; 
✅- сборка/разборка АК-74 
 
Нужно отметить, что сегодня как никогда конкуренция была ожесточенной, соревновательный дух витал в воздухе, но при этом отмечаем уважение участников Спартакиады к своим соперникам. Нередко можно было слышать подсказки ребят друг другу по эффективному выполнению того или иного упражнения. Круто! 🔥 🔥🔥
 
⚠Напоминаем, что на следующей неделе состоится второй соревновательный день, где ребята будут ставить новые рекорды в плавание на 50 метров. ⚠
 
Благодарим руководителей команд за высокий уровень готовности ребят к столь напряженным соревнованиям. А ребятам выражаем свой респект. 🙏🏻🙏🏻🙏🏻
 
🔜🔝Лучшие участники районного этапа будут отобраны в сборную команду Приморского района, где по традиции будут соревноваться с лучшими с различных районов Санкт-Петербурга. 

Вперед, Приморский! 🌊
 
#Приморскийрайон #СанктПетербург #ЦентрСпортаПриморскогоРайона #СпартакиадаДМ #БудьВСпорте #ГТО #ГТОВПриморском #МыВыбираемСпорт #ФизкультУРА",1554988704
"22 и 23.03.2019 в Центре спорта прошёл увлекательный ""CENTER CUP 2019"" лучшие моменты чемпионата.
Итоговые места: 
1. Спартак (Москва). 
2. Спарта (Санкт-Петербург). 
3. Сборная Карелии (респ. Карелия).",1554831504
,1554797825
"Гордимся нашими самыми спортивными и дружными семьями💪
Присоединяйся! 👪",1554713310
"6  апреля в центре спорта прошёл весенний Кубок 🏆по стритболу 🏀 Приморского района среди юношей 2004 г.р.
🥇 место - школа 582-1
🥈 место - школа 582-2
🥉Центр спорта-1
************
Лучшими игроками были признаны:
Пантелеев Егор
Бычковский Роман
Гультяев Дмитрий
Патраков Вениамин",1554540747
"Привет друзья! 💙
📆 4 и 5 апреля под руководством специалистов Центра тестирования ГТО Приморского района, испытания смогли пройти ученики 253, 583, 579, 634 и 635 школ.

✅ Общее кол-во участников составило 212 человек.

⚡Ребята выполняли нормативы ГТО в следующих видах:
📌 наклон вперед из положения стоя с прямыми ногами на гимнастической скамье,
📌 сгибания и разгибания рук в упоре лежа на полу,
📌 прыжок в длину с места,
📌 поднимание туловища из положения лежа спине,
📌 челночный бег 3х10 м,
📌 подтягивание из виса на высокой и низкой перекладине.

👫 Волевые мальчишки и девчонки показали хорошие результаты в этих видах 👍🏻, а это значит, что с физической подготовкой у ребят все в порядке!💪🏻 
Мы уверены, что каждый из них не просто выполнил нормативы, но и проникся ценностями здорового и активного образа жизни.⭐

🔥 На этой недели в 10-ку сильнейших вошли: 🔝
Старовойтова Евгения ⚡Наклон вперед (17 см.) 11 лет
Басманова Анастасия ⚡Прыжок в длину (210 см) 11 лет
Фуров Артем ⚡Подтягивание на перекладине (19 раз) 16 лет
Фридман Тихон ⚡ Прыжок в длину (185 см) 9 лет
Ильющенко Олег ⚡ Поднимание туловища (63 раза) 11 лет
Фатин Артем ⚡Прыжок в длину (228 см) 14 лет
Цибульский Лев ⚡ Челночный бег (6,6 сек) 13 лет
Панова Анастасия ⚡ Наклон вперед (23 см) 12 лет
Гасанов Руслан ⚡ Сгибания рук в упоре лежа (38 раз) 12 лет
Ганшин Ярослав ⚡ Поднимание туловища (71 раз) 14 лет

❗Выражаем благодарность и признательность учителям физической культуры, за помощь в организации проведения и подготовки тестирования в рамках ВФСК ГТО.
 Вы молодцы, ребятам есть на кого равняться! 🇷🇺💙
Присоединяйтесь и ВЫ к выполнению нормативов ВФСК ГТО!🇷🇺🏆💥👍🏻
#гтовприморском #мывыбираемспорт #гто #путькзолоту #зож",1554478133
"Центр спорта в гостях у школы 657🕺💃
Зарядка 💪эстафеты 🏃подарочки🎁
Всё это прямо здесь и сейчас 🎉",1554365783
"📅Сегодня (3 апреля) состоялся очередной этап городской Спартакиады допризывной молодёжи Санкт-Петербурга! 

За право представлять Приморский район были отобраны юноши, которые продемонстрировали одни из лучших результатов на районном этапе по «Военно-спортивная стрельба», а именно: 

⭕Фирсов Данил, учащийся ГБОУ СОШ №634
⭕Степанников Вадим, учащийся ГБОУ СОШ №113
⭕Курбанов Азим, студент Политехнического колледжа городского хозяйства 
⭕Акайчиков Султан, студент Политехнического колледжа городского хозяйствахозяйства» 
⭕Смирнов Антон, учащийся лицея №40
⭕Азанов Сергей, учащийся ГБОУ СОШ №581
⭕Дружков Артём, учащийся ГБОУ СОШ №579
⭕Ненашев Андрей, учащийся ГБОУ СОШ №578

Участникам Спартакиады предстояло показать свои навыки и умения в поднятии туловища из положения лёжа за 1 минутки тут же приступить к стрельбе из малокалиберной винтовки 💯

Пока итоги Спартакиады подводятся организаторами, будем надеяться на зоркость глаз и силу мышц наших парней. Благодарим руководителей образовательных организаций, руководителей команд за направление на соревнования их подопечных. 🔝🙏🏻

🔜Уже на следующей неделе стартует апрельский этап Спартакиады допризывной молодёжи Приморского района, где предстоит состязаться в беге, стрельбе, в подтягивании на перекладине, плавание и в скоростной сборке-разборки автомата Калашникова. Приглашаем обучающихся и образовательные организации к старту!🚩🚩🚩

Вперед, Приморский! 🌊 

#Приморскийрайон #СанктПетербург #ЦентрСпортаПриморскогоРайона #СпартакиадаДМ #БудьВСпорте #ГТО #ГТОВПриморском #МыВыбираемСпорт #ФизкультУРА",1554278218
"14 апреля в центре спорта Приморского района состоится весенний Кубок 🏆 по волейболу 🏐 Приморского района среди юношей 2002 г.р. 
Начало в 12.00.
Центр спорта приглашает 3 команды.
Заявки пишем внизу.",1554208702
